Name; Blog; Error; Improved; new URL; accessable
Asos API;null;No link;false;;false
Aspect Search API;null;No link;false;;false
Aspose API;http://www.aspose.com/blogs/index.php;java.net.UnknownHostException;true;http://www.aspose.com;false
Assay Depot API;http://blog.assaydepot.com/;-;false;;false
Assembla API;null;No link;false;;false
Assistly API;http://www.assistly.com/blog/;-;true;http://assistly.com;true
Associate-O-Matic;null;No link;false;;false
Associated Press API;http://developer.ap.org/blog;-;true;http://ap.org;true
Associated Press Metadata API;null;No link;false;;false
AssureSign API;http://blog.assuresign.com/;-;true;http://assuresign.com;true
Asterank API;null;No link;false;;false
Asterank Kepler Project API;null;No link;false;;false
Asterank Minor Planet Center API;null;No link;false;;false
Asterank SkyMorph / NEAT API;null;No link;false;;false
Astrid API;http://blog.astrid.com/;-;true;http://astrid.com;true
Astro-Phys.com Ephemeris API;null;No link;false;;false
AstroBin API;http://www.astrobin.com/blog/;-;true;http://astrobin.com;true
Astroboa Resource API;null;No link;false;;false
Astrolicio.us;null;No link;false;;false
Astronomy API;http://www.astronomyapi.com/blog;-;false;;false
AstutePayroll API;https://www.astutepayroll.com/blog/;-;false;;false
AtMail API;http://blog.atmail.com/;-;true;http://atmail.com;true
AtTask API;http://blogs.attask.com/;-;true;http://attask.com;true
Athens, Greece Bus and Metro map;null;No link;false;;false
Athey Creek Developer API;null;No link;false;;false
Athletable API;null;No link;false;;false
Athlinks API;null;No link;false;;false
Atlantic.Net Cloud Servers API;http://www.atlantic.net/blog;-;false;;false
Atlas API;http://metabroadcast.com/blog;-;false;;false
Atlas Mapping Tool;null;No link;false;;false
Atlas News;null;No link;false;;false
AtlasCT Geo-Services API;null;No link;false;;false
AtlasCT Location-Based Services API;null;No link;false;;false
AtlasCT Mobile Maps API;null;No link;false;;false
AtlasCT Places & Check-in API;null;No link;false;;false
AtlasCT Static Map API;null;No link;false;;false
AtlasCT Web Maps API;null;No link;false;;false
Atlassian Bitbucket API;http://blog.bitbucket.org/;-;true;http://bitbucket.org;true
Atlassian Crowd API;http://blogs.atlassian.com/;-;true;http://atlassian.com;true
AtomJump Javascript 3D Earth API;null;No link;false;;false
Atomic Mass Email Service API;null;No link;false;;false
Atomic Reach API;http://blog.atomicreach.com/;-;false;;false
Atpic Maps;null;No link;false;;false
Attempto RACE API;null;No link;false;;false
AttendStar API;http://www.attendstar.com/blog/;-;false;;false
Attendease API;null;No link;false;;false
Attendr;null;No link;false;;false
Attensity API;null;No link;false;;false
AttentionMeter;null;No link;false;;false
Au Défi API;null;No link;false;;false
Auburn City Council Exponare API;null;No link;false;;false
Auckland Restaurants, Cafes & Bars;null;No link;false;;false
Auction Alerts;null;No link;false;;false
Auction Cloud;null;No link;false;;false
Auction Mapper for eBay;null;No link;false;;false
Auction Reminder;null;No link;false;;false
Auction Search Kit;null;No link;false;;false
AuctionInc Shipping API;null;No link;false;;false
AuctionPixie;null;No link;false;;false
AuctionSound;null;No link;false;;false
Auctions Closing-soon.com;null;No link;false;;false
AuctionsNearYou;null;No link;false;;false
Auctiva Marketplace Platform API;null;No link;false;;false
Auctiva eBay Gadget;null;No link;false;;false
Auctomatic;null;No link;false;;false
Audi 411;null;No link;false;;false
Audibase | Mobile Recording and Audio Blogging Apps Themes Plugins;null;No link;false;;false
Audiggle;null;No link;false;;false
Audio Disco;null;No link;false;;false
Audio Transcription;null;No link;false;;false
AudioBox.fm API;http://audiobox.fm/blog;-;false;;false
AudioMicro API;http://www.audiomicro.com/royalty-free-music-blog;-;true;http://audiomicro.com;true
Audiobaba API;null;No link;false;;false
Audioboo API;http://blog.audioboo.fm/;-;true;http://audioboo.fm;true
Audiosocket MaaS API;http://blog.audiosocket.com/;-;true;http://audiosocket.com;true
Aumio;null;No link;false;;false
Auphonic API;null;No link;false;;false
AuraLink API;http://auralink.com/index.cfm/auralink-blog1/;java.net.UnknownHostException;true;http://com;false
AuroraMap;null;No link;false;;false
Aussie Pubcrawl;null;No link;false;;false
Austin City Limits Music Festival radio;null;No link;false;;false
Austin Marathon Elevation Data;null;No link;false;;false
Austin Property Search;null;No link;false;;false
Austin Search For Local Businesses;null;No link;false;;false
Austin Startup Map;null;No link;false;;false
Australia Post API;null;No link;false;;false
Australia Post SecurePay API;null;No link;false;;false
Australia Post Tracking;null;No link;false;;false
Australian Aboriginal Art Centres;null;No link;false;;false
Australian Bureau of Meteorology API;null;No link;false;;false
Australian Business Number Lookup API;null;No link;false;;false
Australian Business Register ABN Lookup API;null;No link;false;;false
Australian Postcode Finder;null;No link;false;;false
Australian Synchrotron API;null;No link;false;;false
Australian Tourism Data Warehouse API;null;No link;false;;false
AuthDog API;null;No link;false;;false
Authentic Jobs API;null;No link;false;;false
AuthorityLabs Account API;http://authoritylabs.com/blog/;-;false;;false
AuthorityLabs Partner API;http://authoritylabs.com/blog/;-;false;;false
Authorize.Net API;null;No link;false;;false
Authy API;http://blog.authy.com/;-;true;http://authy.com;true
Auto 3D Avatar WebAPI from the 3D Avatar Store API;http://www.3D-Avatar-Store.com/blog;javax.net.ssl.SSLHandshakeException;true;http://3D-Avatar-Store.com;false
Auto Attendant (Open Source);null;No link;false;;false
Auto Follow Friday API;null;No link;false;;false
Auto Task Templates for Highrise;null;No link;false;;false
Auto sector snap for iGoogle;null;No link;false;;false
Auto4Sq;null;No link;false;;false
AutoAppMart API;null;No link;false;;false
AutoNetTV Relay Pipe API;null;No link;false;;false
AutoPal DocuSign Integration;null;No link;false;;false
AutoPartsSpy.com;null;No link;false;;false
AutoProfilez;null;No link;false;;false
Autoaddress API;http://www.autoaddress.ie/blog;-;false;;false
Autodesk AutoCAD API;null;No link;false;;false
Autodesk BIM360 Glue API;null;No link;false;;false
Autodesk Freewheel API;null;No link;false;;false
Autodesk Freewheel and Box.net;null;No link;false;;false
Automagical.ly;null;No link;false;;false
AutomaticOnlineShop;null;No link;false;;false
Automatton Instant Answers API;null;No link;false;;false
Automeme API;http://blog.automeme.net/;java.net.UnknownHostException;true;http://automeme.net;false
Autopendium;null;No link;false;;false
Autoportalz;null;No link;false;;false
Autorifi;null;No link;false;;false
AutosNearby;null;No link;false;;false
Autotask API;null;No link;false;;false
Autour2moi Events;null;No link;false;;false
AvaTrader API;null;No link;false;;false
Avacaster API;null;No link;false;;false
Avalara API;null;No link;false;;false
AvantLink API;null;No link;false;;false
Avasaram Web Services API;null;No link;false;;false
Avatar Photo;null;No link;false;;false
Avatar Portraits;null;No link;false;;false
Avatarion Portrait3D API;null;No link;false;;false
Avatars.io API;null;No link;false;;false
Avatax Sales Tax API;null;No link;false;;false
Averitt API;null;No link;false;;false
Avetio SMS API;https://www.avetio.com/blog/;-;false;;false
Avi-Art Aviation Art Maps;null;No link;false;;false
Aviary Effects API;http://aviary.com/blog;java.net.UnknownHostException;true;http://aviary.com;false
Aviary Mobile API;http://blog.aviary.com/;java.net.UnknownHostException;true;http://aviary.com;false
Aviary Suite API;http://aviary.com/blog;java.net.UnknownHostException;true;http://aviary.com;false
Aviary Web API;http://blog.aviary.com/;java.net.UnknownHostException;true;http://aviary.com;false
Aviberry API;http://www.aviberry.com/blog/;-;true;http://aviberry.com;true
Avid Yoga;null;No link;false;;false
AvidMobile API;http://www.avidmobile.com/blog/;-;true;http://avidmobile.com;true
Avilag - PDF Finder;null;No link;false;;false
Aviresto API;null;No link;false;;false
Avocado API;null;No link;false;;false
Avoka Transact + DocuSign;null;No link;false;;false
Avvo API;null;No link;false;;false
AwardWallet API;null;No link;false;;false
AwardWallet App;null;No link;false;;false
Awarly API;http://blog.awarly.com/;java.net.SocketTimeoutException;true;http://awarly.com;false
AwayFind;null;No link;false;;false
Awesome Cities Map;null;No link;false;;false
Axantum Xecrets API;http://blog.axantum.com/;-;false;;false
Axeda API;http://developer.axeda.com/community/blog;-;true;http://axeda.com;true
Axilent API;http://www.axilent.com/blog/;java.net.UnknownHostException;true;http://axilent.com;false
Axle API;http://apiaxle.com/about.html;java.net.UnknownHostException;true;http://apiaxle.com;false
Aytozon;null;No link;false;;false
AzonMobile QR Code API;null;No link;false;;false
Azoomed - Product Reviews and News;null;No link;false;;false
Azukki API;null;No link;false;;false
Azuralis API;null;No link;false;;false
B54.in API;null;No link;false;;false
BACnet Help API;null;No link;false;;false
BART API;null;No link;false;;false
BART Maps;null;No link;false;;false
BBAS Personal Data Repository API;null;No link;false;;false
BBAW G2L API;null;No link;false;;false
BBAW ISO-Date API;null;No link;false;;false
BBAW Places API;null;No link;false;;false
BBB Lookups in Judys Book;null;No link;false;;false
BBC API;null;No link;false;;false
BBC Music API;null;No link;false;;false
BBC News Map;null;No link;false;;false
BBC News Visualizer;null;No link;false;;false
BBC News on Mobile;null;No link;false;;false
BBC On Move;null;No link;false;;false
BBC Programmes to iCal;null;No link;false;;false
BBCify;null;No link;false;;false
BBS Scene API;null;No link;false;;false
BC Ferries;null;No link;false;;false
BC Wireless API;null;No link;false;;false
BCCR Indicadores Economicos API;null;No link;false;;false
BCTix;null;No link;false;;false
BDindory: Bluedot plus Findory;null;No link;false;;false
BERG Cloud Little Printer Publications API;http://bergcloud.com/blog/;java.net.UnknownHostException;true;http://bergcloud.com;false
BETDAQ API;null;No link;false;;false
BF2S API;null;No link;false;;false
BF4 Stats API;null;No link;false;;false
BGC Market Data API;null;No link;false;;false
BILD.de Desktop;null;No link;false;;false
BIND SOAP API;null;No link;false;;false
BIOBASE API;null;No link;false;;false
BIPS API;null;No link;false;;false
BIRT onDemand API;null;No link;false;;false
BITalino API;null;No link;false;;false
BLAM Ads API;http://www.blamads.com/blog/;-;false;;false
BLaugh API;null;No link;false;;false
BMAT API;null;No link;false;;false
BO.LT API;http://blog.bo.lt/;java.net.UnknownHostException;true;http://bo.lt;false
BODC GEBCO Web Map Service API;null;No link;false;;false
BODC Marsden Square Translator Service API;null;No link;false;;false
BODC NERC Vocabulary Server API;null;No link;false;;false
BOKU API;http://blog.boku.com/;-;true;http://boku.com;true
BOL;null;No link;false;;false
BOP Enterprise Bitcoin Server API;http://bitsofproof.com:8082/pages/viewrecentblogposts.act...;java.net.UnknownHostException;true;http://com:8082;false
BOT libre! API;http://botlibre.blogspot.ca;-;true;http://blogspot.ca;true
BP Gulf Oil Spill - View in Google Earth;null;No link;false;;false
BR Fares API;null;No link;false;;false
BSE India Market Mobile;null;No link;false;;false
BSE Stock Quotes API;null;No link;false;;false
BT Web21C API;http://web21c.bt.com/blog/;-;true;http://bt.com;true
BTBuckets API;http://community.btbuckets.com/profiles/blog/list;-;false;;false
BTC to X API;null;No link;false;;false
BTC-Dealer API;null;No link;false;;false
BTC-e API;null;No link;false;;false
BTCData API;null;No link;false;;false
BTCDig API;null;No link;false;;false
BTCMine API;null;No link;false;;false
BTCjam API;http://blog.btcjam.com/;-;true;http://btcjam.com;true
BTCmerch API;null;No link;false;;false
BTCtoX API;null;No link;false;;false
BView API;http://blog.bview.co.uk/;java.net.UnknownHostException;true;http://bview.co.uk;false
BYU Academic API;null;No link;false;;false
BYU Email Verification API;null;No link;false;;false
BYU Entrance Exams API;null;No link;false;;false
Baba change API;http://blog.bababian.com/;java.net.UnknownHostException;true;http://bababian.com;false
Babbl.me API;null;No link;false;;false
Babelplex;null;No link;false;;false
Babelplex Google Bilingual Search;null;No link;false;;false
Baby Name Meanings;null;No link;false;;false
Baby Names API;null;No link;false;;false
Baby Names: Namemasher;null;No link;false;;false
Babyworld API;null;No link;false;;false
Bachbill API;http://blog.bachbill.com/;java.net.ConnectException;true;http://bachbill.com;false
BackLinkr;null;No link;false;;false
BackSolver API;http://blog.backsolver.com/;-;false;;false
BackTweets API;null;No link;false;;false
BackType API;http://blog.backtype.com/;-;true;http://backtype.com;true
Backchannel .us;null;No link;false;;false
BackcountryMaps.com;null;No link;false;;false
Backendless API;http://backendless.com/blog/;-;false;;false
Backlift API;https://blog.backlift.com/;java.net.ConnectException;false;;false
Backlog API;http://www.backlog.jp/blog/;-;false;;false
Backpack API;null;No link;false;;false
Backpack widget;null;No link;false;;false
Backplane JavaScript API;null;No link;false;;false
Backplane Server API;null;No link;false;;false
Backstop API;null;No link;false;;false
Backtags Social Ranking;null;No link;false;;false
Backup Box;null;No link;false;;false
Backupify API;http://blog.backupify.com/;-;true;http://backupify.com;true
Bacon Ipsum API;null;No link;false;;false
Baconfile API;null;No link;false;;false
Bad News Robot;null;No link;false;;false
BadgePLZ;null;No link;false;;false
BadgePlz;null;No link;false;;false
Badger: Web Badge From Any Feed;null;No link;false;;false
Badgeville API;http://blog.badgeville.com/;-;true;http://badgeville.com;true
Baebo;null;No link;false;;false
Bag Theft Blog;null;No link;false;;false
BahaQuote API;http://www.bahaquote.com/blog/;-;false;;false
Bahia Map;null;No link;false;;false
Bahrain Center SMS API;null;No link;false;;false
Bahzah - Amazon Instant Search;null;No link;false;;false
Baidu API;http://hi.baidu.com/baidutuiguang;-;false;;false
Baker & Taylor EDI API;null;No link;false;;false
Balanced API;null;No link;false;;false
Baltimore Open311 API;null;No link;false;;false
BambooHR API;http://www.bamboohr.com/blog/;-;true;http://bamboohr.com;true
Bambuser Metadata API;http://blog.bambuser.com/;-;true;http://bambuser.com;true
Bambuser oEmbed API;http://blog.bambuser.com/;-;true;http://bambuser.com;true
BancBox API;http://blog.bancbox.com/;-;true;http://bancbox.com;true
Banckle API;http://banckle.com/blog/index.php;java.net.SocketTimeoutException;false;;false
Banco de Guatemala Tipo Cambio API;null;No link;false;;false
BandStalk;null;No link;false;;false
Bandcamp API;http://blog.bandcamp.com/;-;true;http://bandcamp.com;true
Bandcamp Scrobbler;null;No link;false;;false
BanditDeals;null;No link;false;;false
Bandpage API;http://blog.bandpage.com/;javax.net.ssl.SSLHandshakeException;false;;false
Bandsintown;null;No link;false;;false
Bandsintown API;http://blog.bandsintown.com/;-;true;http://bandsintown.com;true
Bandtrace;null;No link;false;;false
Bandwidth API;null;No link;false;;false
Banfield Flea Fighter;null;No link;false;;false
Bangkok Traffic;null;No link;false;;false
Bangkoks 50 subdivisions;null;No link;false;;false
Bango Analytics API;http://blog.bango.com/;javax.net.ssl.SSLHandshakeException;false;;false
Bango Direct Billing API;http://blog.bango.com/;javax.net.ssl.SSLHandshakeException;false;;false
Bango Event Notification API;http://blog.bango.com/;javax.net.ssl.SSLHandshakeException;false;;false
Bango Subscription Billing API;http://blog.bango.com/;javax.net.ssl.SSLHandshakeException;false;;false
Bango User Information API;http://blog.bango.com/;javax.net.ssl.SSLHandshakeException;false;;false
Bank Account Checker API;null;No link;false;;false
Bank Anywhere.com;null;No link;false;;false
Bank of Lithuania Payments API;null;No link;false;;false
Bank of Lithuania Statistics API;null;No link;false;;false
Bank of Russia Daily Info API;null;No link;false;;false
BankCard Central VERePay API;http://www.creditcardprocessingblog.com/;-;true;http://creditcardprocessingblog.com;true
BankCheck API;null;No link;false;;false
BankHolidays API;null;No link;false;;false
BankLZ API;null;No link;false;;false
BankVal International API;null;No link;false;;false
Bankimport API;null;No link;false;;false
Banned Books;null;No link;false;;false
Banta API;null;No link;false;;false
Bantam Live API;http://www.bantamlive.com/blog;java.net.UnknownHostException;true;http://bantamlive.com;false
BanzaiApp;null;No link;false;;false
BarCode Generator API;null;No link;false;;false
Barack Obama Inauguration Map;null;No link;false;;false
Barack Obama White House Journey;null;No link;false;;false
Barbados By Map;null;No link;false;;false
Barbershop Tags API;null;No link;false;;false
Barcelona Bicing API;http://rocboronat.net/index.php/en/blog;java.net.UnknownHostException;true;http://rocboronat.net;false
Barcelona Bicing mashup with Google Maps;null;No link;false;;false
Barcelona City Tours;null;No link;false;;false
Barcode Scanner API;null;No link;false;;false
Barcodes4.me API;null;No link;false;;false
Barcodesoft API;null;No link;false;;false
BareMetalCloud API;null;No link;false;;false
Bargain Bits;null;No link;false;;false
Barium Live API;http://blog.bariumlive.com/;javax.net.ssl.SSLHandshakeException;true;http://bariumlive.com;false
Barnard Marcus UK Real Estate;null;No link;false;;false
Barnivore API;null;No link;false;;false
Barrio.mx API;http://barrio.mx/blog;java.net.UnknownHostException;true;http://barrio.mx;false
Barzahlen API;null;No link;false;;false
BaseBear API;null;No link;false;;false
BaseKit API;null;No link;false;;false
Baseball Ipsum API;null;No link;false;;false
Baseball Scores on Mobile;null;No link;false;;false
Baseball Stadiums Map - All Levels;null;No link;false;;false
Basecamp;null;No link;false;;false
Basecamp API;null;No link;false;;false
Basefire.com;null;No link;false;;false
Bashr;null;No link;false;;false
Basic Local Alignment Search Tool API;null;No link;false;;false
Baskytara API;http://baskytara.com/blog/;-;true;http://baskytara.com;true
Bassicly;null;No link;false;;false
Bastille Day Map.com;null;No link;false;;false
Batch URL to Image Converter;null;No link;false;;false
BatchBook API;http://blog.batchblue.com/_BatchBlue;-;true;http://batchblue.com;true
BatchGeo API;http://blog.batchgeo.com/;-;false;;false
BatchGeocode.com;null;No link;false;;false
Batchex API;null;No link;false;;false
BattleCell;null;No link;false;;false
Battlefield 3 Stats API;null;No link;false;;false
Battlefield Bad Company Stats API;null;No link;false;;false
Bavarian Authorities Signpost API;null;No link;false;;false
Bay Area Real Estate Mashup;null;No link;false;;false
BayFiles API;null;No link;false;;false
BayMalin;null;No link;false;;false
BayWeb Cloud-EMS API;null;No link;false;;false
Baynote API;null;No link;false;;false
BazQux Reader API;http://blog.bazqux.com/;-;true;http://bazqux.com;true
Bazaarvoice Platform API;http://www.bazaarvoice.com/blog/;-;true;http://bazaarvoice.com;true
Bclear API;null;No link;false;;false
Bdveo;null;No link;false;;false
Be The Full Stop;null;No link;false;;false
BeDesk;null;No link;false;;false
BeEF API;null;No link;false;;false
BeMac PayGate API;null;No link;false;;false
BeThereNYC API;null;No link;false;;false
BeachGuard API;null;No link;false;;false
Beacon Push API;http://pushingtheweb.com/;java.net.UnknownHostException;true;http://pushingtheweb.com;false
Beam Me Up, Hottie;null;No link;false;;false
Beamster;null;No link;false;;false
Beanatomics Traffic;null;No link;false;;false
BeansBooks API;null;No link;false;;false
Beanstalk API;http://blog.beanstalkapp.com/;-;true;http://beanstalkapp.com;true
Beanstream API;null;No link;false;;false
Bear Of The Day for iGoogle;null;No link;false;;false
Beardscratchers Compendium;null;No link;false;;false
Bearmini Public Holiday API;null;No link;false;;false
BeatStriker;null;No link;false;;false
Beatcoin API;null;No link;false;;false
Beathound;null;No link;false;;false
Beatport API;null;No link;false;;false
Beats Music API;http://blog.beatsmusic.com/;java.net.ConnectException;false;;false
Bebo API;null;No link;false;;false
Bebo Mobile;null;No link;false;;false
Bed Bug Registry;null;No link;false;;false
Bed and Breakfast Hotels in UK;null;No link;false;;false
Bed and Breakfast Italy;null;No link;false;;false
Bed and Breakfast Map;null;No link;false;;false
Beddit API;http://blog.beddit.com/;java.net.UnknownHostException;true;http://beddit.com;false
Bedmap;null;No link;false;;false
Beds and Bedroom News;null;No link;false;;false
BeeBole API;http://beebole.com/en/blog/;-;false;;false
BeeLiked;null;No link;false;;false
BeeTagg QR API;http://robinmaass.typepad.com/;-;true;http://typepad.com;true
Beeldenstad.net;null;No link;false;;false
Beeminder API;http://blog.beeminder.com/;-;true;http://beeminder.com;true
Been Plated API;null;No link;false;;false
BeenVerified API;null;No link;false;;false
Beenhere.tv;null;No link;false;;false
Beenius Beesmart API;http://blog.beenius.tv/;-;true;http://beenius.tv;true
Beepsend API;null;No link;false;;false
Beer For Textbooks;null;No link;false;;false
Beer Hunter Canada;null;No link;false;;false
Beer Mapping API;null;No link;false;;false
Beer Signal;null;No link;false;;false
BeerWhere;null;No link;false;;false
Beergeeks - Beer Finder;null;No link;false;;false
Beevolve Crawler API;http://www.beevolve.com/social-media-monitoring-blog/;-;false;;false
Behance API;http://blog.behance.net/;-;true;http://behance.net;true
Behavioral Media Networks Cognitive Insights API;null;No link;false;;false
Behind the Name API;null;No link;false;;false
Beintoo API;http://blog.beintoo.com/;-;true;http://beintoo.com;true
Belair API;null;No link;false;;false
Belboon API;null;No link;false;;false
Belgian Rail Demo;null;No link;false;;false
BelgianTV;null;No link;false;;false
Belgium Hacker Agenda API;null;No link;false;;false
BeliefNetworks API;null;No link;false;;false
Believe.in API;null;No link;false;;false
BelizeMapia;null;No link;false;;false
BellaDati API;http://www.belladati.com/blog;-;true;http://belladati.com;true
Belmonte Online;null;No link;false;;false
Benchmark Automotive Data API;null;No link;false;;false
Benchmarkemail API;http://www.benchmarkemail.com/blogs;-;true;http://benchmarkemail.com;true
Bentio API;null;No link;false;;false
Benzel-Busch;null;No link;false;;false
Berkeley-area Doctors;null;No link;false;;false
BerkeleyCA crimelog.org;null;No link;false;;false
Berlin Bicycle Accidents by Location;null;No link;false;;false
Berlin Gay Maps;null;No link;false;;false
Berlin Metro System Map;null;No link;false;;false
Berlin Open Data API;null;No link;false;;false
Berlin Tischtennis;null;No link;false;;false
Bertram Books API;null;No link;false;;false
Beshertweet;null;No link;false;;false
Best Beauty Search;null;No link;false;;false
Best Bet in European Soccer;null;No link;false;;false
Best Bloody Mary;null;No link;false;;false
Best Buy BBYOpen Categories API;http://bbyopen.com/blog;-;false;;false
Best Buy BBYOpen Commerce API;http://bbyopen.com/blog;-;false;;false
Best Buy BBYOpen Products API;null;No link;false;;false
Best Buy BBYOpen Reviews API;http://bbyopen.com/blog;-;false;;false
Best Buy BBYOpen Stores API;http://bbyopen.com/blog;-;false;;false
Best Buys;null;No link;false;;false
Best Buys Zone UK;null;No link;false;;false
Best Car For Me;null;No link;false;;false
Best Careers Information Center;null;No link;false;;false
Best Cities For Singles;null;No link;false;;false
Best City In The World;null;No link;false;;false
Best City Selector;null;No link;false;;false
Best Dining;null;No link;false;;false
Best Hospitals for Cancer Treatment;null;No link;false;;false
Best Match Computers;null;No link;false;;false
Best Place Live;null;No link;false;;false
Best Quality of Living Cities;null;No link;false;;false
Best Shop Guide;null;No link;false;;false
Best Sites Now;null;No link;false;;false
Best Sport Deals;null;No link;false;;false
Best Sports Bars in America;null;No link;false;;false
Best Western Michigan Hotel Guide in 3D;null;No link;false;;false
Best of Citysearch Mashup;null;No link;false;;false
Best of Malta Hotels;null;No link;false;;false
BestParking - Parking Finder;null;No link;false;;false
BestParking API;null;No link;false;;false
Bestalia;null;No link;false;;false
Bester News;null;No link;false;;false
Bestly API;http://blog.best.ly/;java.net.UnknownHostException;true;http://best.ly;false
Besucherzaehler API;null;No link;false;;false
BetaEasy API;null;No link;false;;false
BetaSignal API;null;No link;false;;false
Betable API;null;No link;false;;false
Betaface API;null;No link;false;;false
Betfair API;null;No link;false;;false
Betfair Games API;http://views.betfair.com/;-;true;http://betfair.com;true
Better Talking;null;No link;false;;false
BetterEncoding API;null;No link;false;;false
BetterServers API;null;No link;false;;false
BetterTrolley;null;No link;false;;false
Betterific API;null;No link;false;;false
Betwext Broadcast API;http://betwext.com/blog/;java.net.UnknownHostException;true;http://betwext.com;false
Betwext Remind API;http://betwext.com/blog/;java.net.UnknownHostException;true;http://betwext.com;false
Bevoz;null;No link;false;;false
Beyond the bottle;null;No link;false;;false
BibServer API;http://bibserver.org/blog/;-;false;;false
BibSonomy API;null;No link;false;;false
Bible Gateway API;null;No link;false;;false
Bible Lookup API;null;No link;false;;false
Bible Meets News via Say4;null;No link;false;;false
Bible Search Instant;null;No link;false;;false
Bible Sentence Paths Visualized;null;No link;false;;false
Bible.org API;http://labs.bible.org/blog;-;true;http://bible.org;true
Biblia.com API;null;No link;false;;false
BiblioPage;null;No link;false;;false
Bibliobouts;null;No link;false;;false
Bibliotek API;http://blog.bibliotek.dk/;-;false;;false
Bicicarm;null;No link;false;;false
Bicycle Portal;null;No link;false;;false
BidFLyer;null;No link;false;;false
BidNearBy;null;No link;false;;false
BidSwish;null;No link;false;;false
Bidvoy API;null;No link;false;;false
Big & Bold;null;No link;false;;false
Big Box Watch;null;No link;false;;false
Big Cartel API;http://blog.bigcartel.com/;-;true;http://bigcartel.com;true
Big Contacts;null;No link;false;;false
Big Contacts API;null;No link;false;;false
Big Content Search API;null;No link;false;;false
Big Huge Labs;null;No link;false;;false
Big Huge Thesaurus API;null;No link;false;;false
Big Picture Small World;null;No link;false;;false
BigCommerce API;null;No link;false;;false
BigDoor API;http://www.bigdoor.com/category/blog/;org.jsoup.HttpStatusException;true;http://bigdoor.com;false
BigML API;http://blog.bigml.com/;javax.net.ssl.SSLHandshakeException;false;;false
BigOven Cookbook;null;No link;false;;false
BigOven Recipe API;null;No link;false;;false
BigSity;null;No link;false;;false
BigStock API;http://www.bigstockphoto.com/blog/thedownload/;-;true;http://bigstockphoto.com;true
BigTable API;null;No link;false;;false
BigTribe API;null;No link;false;;false
BigWorldData NDWI API;null;No link;false;;false
Bigtribe Golf Widget;null;No link;false;;false
Bigtribe Restaurant Widget;null;No link;false;;false
Bike Rentals Online;null;No link;false;;false
Bike Rides in California;null;No link;false;;false
Bikely;null;No link;false;;false
Bikesy;null;No link;false;;false
Bikesy API;null;No link;false;;false
Bikko API;http://blog.bikko.net/;-;true;http://bikko.net;true
Bikram Yoga Studio Finder;null;No link;false;;false
BilaBila;null;No link;false;;false
Bilbao.bi;null;No link;false;;false
Bilbus API;http://blog.bilbus.com/;-;true;http://bilbus.com;true
Bililite API;null;No link;false;;false
Bill's in the News;null;No link;false;;false
Bill.com API;http://blog.bill.com/;-;true;http://bill.com;true
BillBiter UK;null;No link;false;;false
BillHighway;null;No link;false;;false
BillMaps;null;No link;false;;false
Billaway API;http://billaway.wordpress.com/;-;true;http://wordpress.com;true
Billboard API;null;No link;false;;false
Billeo Active eWallet API;http://blog.billeo.com/;java.net.UnknownHostException;true;http://billeo.com;false
Billing Software Download;null;No link;false;;false
BillingOrchard API;null;No link;false;;false
Billogram API;null;No link;false;;false
Billy's Billing API;http://billysbilling.com/blog;java.net.UnknownHostException;true;http://billysbilling.com;false
Bim.im API;http://blog.bim.im/;org.jsoup.HttpStatusException;true;http://bim.im;false
Bime API;http://blog.bimeanalytics.com/;-;true;http://bimeanalytics.com;true
Bimshare Upload API;http://blog.mybimshare.com/;-;true;http://mybimshare.com;true
BinDB API;null;No link;false;;false
Binary Canary;null;No link;false;;false
Binary Canary API;http://binarycanary.com/blog/;javax.net.ssl.SSLHandshakeException;false;;false
BinaryBeast API;null;No link;false;;false
Binbox API;null;No link;false;;false
Bing API;null;No link;false;;false
Bing Deals;null;No link;false;;false
Bing Education Map;null;No link;false;;false
Bing Maps API;null;No link;false;;false
Bing Maps Geocode API;http://www.bing.com/community/site_blogs/b/maps/default.a...;java.net.UnknownHostException;true;http://com;false
Bing Maps Geocode Dataflow API;null;No link;false;;false
Bing Maps Routes API;http://www.bing.com/community/site_blogs/b/maps/default.a...;java.net.UnknownHostException;true;http://com;false
Bing Maps Search API;http://www.bing.com/community/site_blogs/b/maps/default.a...;java.net.UnknownHostException;true;http://com;false
Bing Maps Spatial Data Services API;http://blogs.msdn.com/;-;false;;false
Bing Maps Widget;null;No link;false;;false
Bing Static Maps API;http://www.bing.com/community/site_blogs/b/maps/default.a...;java.net.UnknownHostException;true;http://com;false
Bing Traffic API;null;No link;false;;false
Bing Translator API;null;No link;false;;false
Bing Webmaster Tools API;http://www.bing.com/community/site_blogs/b/developer/defa...;java.net.UnknownHostException;true;http://com;false
BingAgain;null;No link;false;;false
Binge Drinking in America;null;No link;false;;false
Bintray API;null;No link;false;;false
Bintray API;null;No link;false;;false
BioBricks Public Agreement API;null;No link;false;;false
BioCatalogue API;http://www.biocatalogue.org;javax.net.ssl.SSLHandshakeException;false;;false
BioCyc API;null;No link;false;;false
BioDB Hyperlink Management System API;null;No link;false;;false
BioDOM API;null;No link;false;;false
BioDigital Human API;http://biodigitalhuman.tumblr.com/;java.net.UnknownHostException;true;http://tumblr.com;false
BioGRID API;null;No link;false;;false
BioID Web Services API;null;No link;false;;false
BioLabeler API;null;No link;false;;false
BioLit API;null;No link;false;;false
